SMILES,property_HLM,property_MDR1_MDCK_ER,property_Solubility,property_hPPB,property_rPPB,property_RLM
CS(=O)(=O)NCc1cc2n(n1)CCN(C1Cc3ccccc3C1)C2,0.675686709,0.466052502,,,,1.441930675
Cc1nnc2ncc(-c3cccc(-c4ccnn4C)c3)cn12,0.675686709,-0.03202529,,,,1.49159979
CCOC(=O)N1CCN(C(=O)Nc2cccc3c2CCCC3)CC1,1.575753445,0.225785048,1.712902125,,,2.595324234
O=S(=O)(N1CCOCC1)N1CCN(Cc2ccccc2F)CC1,1.322880573,-0.018596026,1.556543708,,,2.830240837
Cc1cnc(Cl)nc1-c1ccc(N(Cc2ccc(CNC(=O)C(F)F)cc2)C(=O)c2ccc(O)cc2O)cc1,1.616454508,1.738231144,1.440279213,,,1.927252276
Oc1cc(F)ccc1-c1nc(-c2ccncc2)no1,1.632771005,,,,,2.524105197
CC(C)(C)Sc1c(CC(C)(C)C(=O)O)n(Cc2ccc(Cl)cc2)c2ccc(OCc3ccc4ccccc4n3)cc12,1.458411201,0.374706153,0.785329835,,,2.150962029
Nc1nc2ccccc2nc1N1CCCC1,2.36483043,-0.273006016,1.474944335,,,2.527157978
O=C(NCC1(N2CCCCC2)CCCC1)c1cnn[nH]1,0.675686709,1.500643395,,,,1.027920136
COc1cc2nn(CCC(C)(C)O)cc2cc1NC(=O)c1ccn(C(F)F)n1,1.271562825,1.007757206,,,,1.027920136
O=C(Cn1nc(Cc2ccccc2)c2ccccc2c1=O)NCCc1c[nH]cn1,1.562946788,1.538570872,,,,2.776049981
C#CCNC(=O)c1cc(C(C)C)nn1CC,0.675686709,-0.067999286,1.454082271,,,1.094610863
Cc1nc(N(C)C)cc(C2(C)CCNCC2)n1,0.675686709,1.248950777,1.653598382,,,1.264132797
C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,0.675686709,-0.306550112,,,,1.027920136
CN1N=C(SCc2ccc(Cl)cc2Cl)Sc2c1cnn(C)c2=O,2.13664448,,,,,3.276576911
CCCS(=O)(=O)NC1CCN(Cc2ccc(C)c(OC)c2)CC1,1.216746334,0.1561912,,,,2.901865724
CC[C@@H]1C(=O)N(C)c2cnc(-n3ccnc3-c3ccc(F)cc3)nc2N1c1ccn(C)n1,1.640898636,1.152409719,,,,2.615611317
CCCc1cc(O)nc(SCC(=O)N2CCN(C)CC2)n1,0.675686709,1.378416312,,,,1.027920136
O=C1N=C2C=CC=CN2C12Cc1ccccc1C2,0.675686709,0.612130045,1.572871602,,,1.027920136
Cc1nc(CCNc2cnccc2C#N)cs1,1.745191942,,,,,2.591743357
Fc1cc(Br)ccc1CNCc1ccccn1,1.423032772,1.078920472,,,,2.648480035
Cc1n[nH]c(C)c1Cc1ccc(NCCC(C)C)cc1,0.675686709,-0.214508692,1.167612673,,,2.684802289
Cc1ccc(-c2ccnc(N3C[C@@H](C)NC[C@@H]3C)n2)c(C)n1,0.675686709,1.410046991,1.413634997,,,1.895974732
Cc1cnc(C(C)(C)NCC(=O)N(C)C)s1,0.675686709,0.270337686,,,,1.320644711
COCC1(CNC(=O)c2ccc(-n3cccn3)cc2)CCC1,1.260357642,-0.224883282,,,,2.691908606
CC(C)CC(NC(=O)C(O)C(N)Cc1ccccc1)C(=O)O,,-0.128153075,,,1.54052968,
CC(C)c1nccn1-c1cccc([C@@H]2CCCN2C(=O)CCc2ccccc2)n1,2.746029814,1.007906841,1.707570176,,,3.02332367
Cc1nc(N2CCN(C)CC2)nc(C)c1NC(=O)C1CCCCC1,0.675686709,0.549663428,1.778440684,,,1.027920136
Oc1ccc2nc(/C=C/c3csnn3)ccc2c1Cl,1.997316472,-1.162425008,,,,2.380290855
CC(C)COc1ccc(C(C)(C)NCc2nnc(C3CCC3)o2)cc1,2.102111124,,,,,3.487681399
COc1ccc(CN2CC(c3ccncc3)C2)cc1Cn1cccn1,1.034989216,0.803270415,,,,2.599287965
O=C1NCC2(C/C=C/CCOc3ccccc31)CCN(C(=O)c1ccc3[nH]nnc3c1)CC2,1.6318596,1.660602169,1.388101202,,,2.217328623
COC(=O)c1cccc2c1CCCN2C(=O)c1ccc(F)cc1F,3.060029646,-0.149727787,,,,3.301822511
O=C(NCCNc1ncccc1C(F)(F)F)c1cnc2ccccn2c1=O,1.444372736,0.03862125,1.823474229,,,2.767166259
COc1cccc(-c2nc(-c3cccnc3)n[nH]2)c1,0.675686709,-0.156317083,1.355259906,,,1.667714385
N#Cc1cc(F)c(NS(=O)(=O)c2c[nH]c3cc(Cl)ccc23)cc1F,0.675686709,0.410340107,1.820201459,-0.026872146,-0.251811973,
Cc1cc(CN(C)Cc2cscn2)no1,0.675686709,-0.270255541,1.457124626,,,1.397000918
c1ccc(N2CCOCC2)c(CNc2cc(N3CCCC3)ncn2)c1,2.278454063,0.32079367,,,,3.181840445
O=C1Oc2nc3cc4c(cc3cc2CN1CCN1CCOCC1)OCCO4,0.675686709,0.587792254,1.905903766,,,1.027920136
CCSCc1nc(N)c2ccccc2n1,1.481471294,-0.166927023,1.4827307,,,2.081602912
C#CCNC(=O)N(Cc1ccccc1F)C1CCOCC1,0.675686709,0.332467729,,,,1.549799964
Cc1cccc(CNc2cccc3c2CCN(S(C)(=O)=O)C3)c1,,-0.186994627,-0.455931956,,,
Cc1cnc(C(=O)N[C@H]2CCOC[C@@H]2O)cc1Cc1ccc(-c2cscn2)cc1,0.675686709,0.838121795,1.791339704,,,1.541416977
CC(=O)N1CCC(c2ccc(C(=O)O)cn2)CC1,0.675686709,,1.704150517,,,1.027920136
O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,,,1.183839037,,,
Cc1nc(O)c(Cl)c(N(C)CC2CCN(C)CC2)n1,0.675686709,0.883031073,,,,1.027920136
Cn1cccc(C(=O)NCc2nc(C(C)(C)C)no2)c1=O,0.675686709,0.156899699,,,,2.13664448
O=C(O)c1cc(Cl)cc2cccnc12,0.675686709,,1.429429264,,,1.027920136
CC(C)(C)C(=O)Nc1sc2c(c1C#N)CCC2,,,0.281033367,,,
O=C(O)c1cnn(-c2nc3cc(Cl)c(OC(F)(F)F)cc3[nH]2)c1,0.675686709,0.021092541,,,,1.027920136
COc1ccc(C)nc1-c1ccc(OC)c(OC)c1OC,0.675686709,-0.008320311,,,,2.554897217
O=S1(=O)CCN(C2CCN(CC(F)(F)F)CC2)CC1,0.675686709,-0.116253048,,,,1.302850213
CCOc1ccc(Oc2ccc(OCc3cc(F)ccc3F)cc2)c(N)c1,0.943791199,,,,,2.017667614
CC(C)(C)OC(=O)c1ccc(-n2[nH]cc(-n3ccnn3)c2=O)nc1,0.675686709,0.076390223,,,,1.316263972
CCN(C(=O)c1cccc(-n2cccn2)c1)c1ccc(C#N)c(Cl)c1,1.897385138,,,,,3.313590955
COc1ccc(NC(=O)CN2CCCC2)cc1,0.675686709,,,,,3.268166648
CC(=O)NCCOc1ccc2ccccc2n1,1.109274738,,,,,1.94992157
C/C(=C/COc1c2occc2cc2ccc(=O)oc12)CO,1.261286665,-0.179355496,,,,2.645545073
Cc1ccc(C)c(CN2C(=O)C(=O)N(CC(C)C)C2=O)c1,,,0.243038049,,,
CCN1CCC(Nc2ncnc3c2cnn3C)CC1,1.802363174,0.603701577,1.511482289,,,1.340265601
O=C(c1ccc2c(c1)CCCC2)N1CCOCC1c1ccn[nH]1,,0.606812913,,,,
Cc1csc(Nc2ccc(C#N)cc2)n1,2.303548104,-0.37818485,1.582063363,,,2.79255697
COc1cc2c(cc1OC)-c1cc3ccc(OC)c(OC)c3c[n+]1CC2,0.675686709,1.352465131,1.733036683,,,1.368621544
CC(C)[C@H](Nc1ncc(Cl)cn1)C(=O)N1CCCC1,1.18619325,0.032113569,1.559068334,,,2.256563816
Cc1noc(-c2ccc(NC(=O)Cc3ccccc3)cc2)n1,0.893095666,-0.241501407,0.899820502,,,1.757008635
Cc1cc(N(C)CC(C)(C)O)ncc1Br,1.556953454,,,,,2.986764123
CC1CCC(CNC2(CCO)CCOCC2)CC1,0.675686709,0.10956357,,,,3.078732968
Cc1ccsc1-c1nc(CN(C)CCc2cn[nH]c2)c(C)o1,2.26828538,,1.746166964,,,3.084477612
CCCC(=O)N1CCC(c2cccc(C)n2)CC1,0.675686709,-0.241217394,1.604226053,,,2.645975102
Cc1nc(-c2ccncc2)cc(N2CCC(CO)CC2)n1,0.675686709,,,,,1.567379308
CNCc1cc(N(C)C)nc(C2CCCN2C(=O)CCc2c[nH]c3ccccc23)n1,1.704502273,1.544932541,,,,2.591536507
O=C(Nc1cc(Cl)ccc1Cl)c1cccc(N2CCCC2=O)c1,2.194103441,,1.541953474,,,2.986506599
O=C(c1cc(F)ccc1F)N1CCN(C(=O)C2CC2)CC1,0.675686709,0.082084111,,,,1.295984701
Cc1nnc2ccc(NCCOC3CCCCCC3)nn12,1.698213674,0.189066296,,,,2.954687674
COC1CCN(C(=O)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CC1,1.777847138,-0.322058297,1.853576544,,,2.19830236
CONC(=O)c1c2c(nc3ccccc13)CCC2,0.675686709,,,,,1.027920136
CCc1[nH]nc(NC2CCN(C(C)C)CC2)c1C,0.675686709,1.136492655,,,,2.211571695
COc1ccc(CNC(=O)CCCOc2ccc(C(C)=O)cc2)cc1,1.537214439,0.008974258,1.305566314,,,2.80904836
c1cn2cc(-c3ccc4cn[nH]c4c3)nc(Nc3ccc(N4CCOCC4)cc3)c2n1,,,-1.0,,,
CN(Cc1ccn(-c2ccccc2)n1)C(=O)c1ccc(O)nc1,0.675686709,1.488598503,1.59736605,,,1.027920136
NC(=O)Cn1nnc(-c2ccccc2)n1,,,1.041392685,,,
CCCn1ncc2[nH]c(C3CCCCC3)nc21,1.2999429,0.1005288,1.350829274,,,1.922611292
[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,0.675686709,2.05650206,1.229809783,1.186566481,1.236577565,1.417438476
N#Cc1ccc(C(=O)Nn2cnnc2)cc1,0.675686709,,1.254789687,,,1.027920136
Cn1cc(NC(=O)c2ccccc2C(F)(F)F)cn1,0.675686709,-0.082079165,1.576226137,,,1.027920136
COCC(=O)Nc1nc(C)c(C)s1,1.277288245,-0.181257434,1.408579125,,,1.852949412
N#Cc1ccccc1OCn1nnc2ccccc2c1=O,,,-0.187086643,,,
Cn1cc(NC(=O)c2cnn3cccnc23)c(C2CCCCC2)n1,1.575845718,0.089584264,,,,2.274889527
O=C(c1cc(Oc2cccc(F)c2)nc2ccccc12)N1CCOCC1,,,1.206556044,,,
O=C(c1ccc(F)c(F)c1)N1CCN(C(=O)c2nc(Cl)ccc2Cl)CC1,0.675686709,0.645801453,1.790144365,,,1.367616792
COc1cccc(C(=O)NCC(=O)Nc2cccc3c2CCCC3)c1,1.762566038,0.113057749,,,,2.783220886
Cc1sc(-c2ccccn2)nc1-c1ccc(NC(=O)C(C)C)cc1,1.188168859,-0.204915725,0.149219113,,,1.688019161
CN(CC1(O)CCCC1)c1ncccn1,0.675686709,0.105518013,1.51308436,,,2.120001074
COc1ncccc1CNc1c(C#N)cnc2c(C)cc(F)cc12,2.192057039,,,,,3.095621898
N#CCCCN1CCN(c2cc(C#N)ccn2)CC1,0.675686709,-0.251844489,1.615318657,,,2.255197704
CCc1sc(N)nc1-c1ccc(OC)cc1,2.266417514,-0.24966405,,,,2.691289302
Cc1nc(CNC2CCN(C(=O)C3CC3)CC2)cs1,0.675686709,0.53516773,1.629409599,,,1.027920136
Cc1n[nH]c(C)c1CCCN(C)c1cncc(C(=O)N(C)C)n1,1.941302683,1.971797631,,,,2.723184667
NC(=O)C1(Cc2ccc(-c3ccncc3)cc2)CCN(C(=O)Cc2cccc(F)c2)CC1,,,1.799340549,1.006508828,1.058463986,
Cc1ncc(C)n2nc([C@@H]3C[C@H]3c3nc4c5cccnc5ccn4c3C)nc12,1.207149453,0.146032473,,,,1.914433075
CCOc1cc2nn(CCC(C)(C)O)cc2cc1NC(=O)c1cccc(C(F)F)n1,0.675686709,1.040780099,0.550228353,0.099680641,0.268343914,1.027920136
COc1ccc(C2(NCc3cccc4ncccc34)CC2)cc1,2.416617211,-0.315829101,1.744449457,,,3.12682501
Cn1cc(Nc2nccc(N3CC4CCC(C3)N4C(=O)[C@@H]3CC3(F)F)n2)cn1,0.860996437,1.600468919,,1.642995934,1.786412441,1.511656132
CCN1CCc2c(sc(NC(=O)CS(=O)(=O)c3ccccc3)c2-c2nc3ccccc3s2)C1,1.854977534,,,,,2.638016249
c1ccc(-c2ccc(Cn3ccnc3-c3cc4n(n3)CCCNC4)cc2)cc1,1.167848799,,0.661812686,,,2.600990311
NC1(c2noc(-c3cccnc3)n2)CCCCCC1,0.675686709,,,,,2.647138366
Cc1cccc(NC(=O)c2cncn2-c2ccccc2)n1,1.654898161,,,,,2.217476048
O=C(CCc1cccs1)Nc1ccc(N2CCCC2)cn1,,,0.071882007,,,
CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,1.422130026,-0.062207671,,,,2.475316636
Cc1nnc(-c2ccc(N3CCC(Oc4cc(F)ccc4Cl)CC3)nn2)o1,0.675686709,-0.187045234,,0.161068385,,
CC(C)Cn1cnc2c1c(=O)[nH]c(=O)n2CC(C)C,0.675686709,0.291271951,1.743039155,,,1.868850077
CCn1ncc(CN(C)C(=O)c2ccc(-c3nc(C)cc(C)n3)cc2)c1C,1.285804764,0.61899364,,,,2.444113528
CCONC(=O)Cc1coc2c(C)c(C)ccc12,1.952898946,,1.534026106,,,3.024431891
Cc1nnc2ccc(N3CCC4(CCCCC4)C3)nn12,1.521151165,-0.149322989,,,,2.778047731
Cn1ncc2c(Oc3cccc(Oc4ccccn4)c3)ncnc21,1.005952287,-0.172614085,1.600101256,,,2.56717346
CON(C)C(=O)c1cc(C)ccc1NS(C)(=O)=O,0.675686709,0.182053466,1.522313795,,,1.027920136
c1ccc(NCc2ccc3c(c2)OCCCO3)nc1,1.823089323,-0.154453852,,,,3.851427568
COc1ccc(-c2onc(C)c2-c2cnn(-c3ccccc3)c2)c(O)c1,,,-0.602059991,,,
N#CCN(CN1C(=O)CC2(CCCC2)C1=O)C1CC1,,,1.585686278,,,
Cc1cn(CCN2CCN(c3ccccc3-c3cc(C#N)cc(C(=O)NCCCN4CCCC4)c3)CC2)c2ccccc12,2.079322369,-0.471489026,1.501059262,,,2.279532347
Cc1nc(-c2ccc(S(=O)(=O)N(C)C)cc2)cc(C(C)C)n1,1.539176502,-0.174330029,,,,3.348896114
CCCCCCNc1ncnc2[nH]ccc12,1.850480817,-0.302947354,1.26904571,,,2.758597028
Cn1ncc2cc(-c3ccnc4[nH]ccc34)ccc21,2.068119042,-0.215766263,0.669316881,,,2.838213549
CN(C)Cc1ccc(-c2ccccc2C(=O)O)cc1,0.675686709,,1.484157424,,,1.027920136
CC(C)c1noc(CN(C)C2CCCC2)n1,1.201397124,,1.237040791,,,2.817506534
Fc1ccc(NCc2cccc(OCCN3CCOCC3)c2)nc1,1.008344629,-0.111983709,1.598024072,,,2.447650986
Fc1cccc(Cn2nnc(-c3ccccc3)n2)c1F,,-0.446410436,-1.0,,,
CCCN1CCCN(C(=O)c2nc3ccccc3[nH]2)CC1,1.283640389,,1.693287157,,,2.227326129
CCCN(CCC1=CCCCC1)C(=O)c1cc(C(F)F)n[nH]1,1.819023787,-0.403187661,,,,3.298136445
Cc1ccccc1N(CC(=O)O)S(C)(=O)=O,,,1.649918719,,,
c1ccc(-c2noc(C3CCNCC3)n2)nc1,0.675686709,,,,,1.027920136
CN(C)S(=O)(=O)Nc1ccc2sncc2c1,,,1.72916479,,,
O=c1c2c(nc3ccccn13)CCN(S(=O)(=O)C1CCCCC1)C2,1.299136694,0.073520691,1.521661015,,,3.041562816
CCc1ncc2c(n1)CN(c1ccnc(-c3ccccc3)n1)CC2,1.557338745,-0.313987742,1.542576476,,,2.413735517
Cc1nccc(-c2cccc(NCC(=O)NCC(=O)N3CCCC3)c2)n1,0.675686709,1.637477924,1.842297134,,,1.209032197
CC#CCNc1ccc(-n2cnnn2)c(C)c1,1.323417121,-0.229335003,1.28780173,,,2.116617705
Cc1cc(F)ccc1C(=O)NCc1ccc(O)c(O)c1,0.675686709,,1.606918526,,,1.923616999
CC(=O)N(C)[C@H]1CC2(CCN(C(=O)COc3ccc(F)cc3F)CC2)OC[C@]1(C)O,0.675686709,1.174559267,,,,1.188394071
CN1CCN(C(=O)c2cc(Br)cnc2Cl)c2cnccc21,0.958611658,0.656606993,1.762228284,,,1.958238877
Cc1cccc(CNC(=O)Cn2c(=O)oc3cccnc32)c1,0.675686709,,,,,1.027920136
Cc1ccc2c(c1)c1nc3ccccc3nc1n2CC(N)=O,,-0.079169542,-0.795880017,,,
O=C(CCn1cncn1)N(CC#Cc1ccccc1)C1CCCC1,2.419345987,0.296711312,1.351409752,,,3.130409361
Cc1cc(F)ccc1-c1nc(CCn2c(C)nc3ccccc32)no1,2.600096893,-0.157314966,,,,3.254089615
CN(C)C(=O)CN1CCN(C(=O)c2ccc3ccccc3c2O)CC1,0.675686709,0.371628476,1.64246452,,,1.027920136
N#Cc1c(O)c(Cl)c(Cl)c(C#N)c1Cl,,,1.495544338,,,
CN(c1ccccc1N)S(C)(=O)=O,1.008088936,,,,,1.381494133
COCCc1nc(-c2cnc(C3CC3)nc2)n(Cc2ccc(F)cc2)n1,0.906011625,0.17797598,1.532372134,,,3.01474183
N#CCSCC(=O)NC1CCCCCC1,0.675686709,-0.129080752,1.651181062,,,1.582370217
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,1.10561236,1.799973248,1.6642658,,,1.539841088
CC1(C)[C@H]2C[C@H]3Oc4c(ccc(O)c4C(=O)NCCNc4ccccn4)[C@H](O)[C@@]3(O)[C@@H]1C2,2.507289031,1.388807282,,,,3.30226186
FC(F)(F)c1nccc(NCCSc2nc3ccccc3o2)n1,2.408097439,-0.499591167,1.65195607,,,2.873189771
C1CCN(c2nc(NC3CC3)nc(N3CCCCC3)n2)CC1,,-0.522136436,-0.207608311,,,
CCOC(=O)c1ccc(NC(=O)Cn2cnc3ccccc32)cc1,0.847202364,0.631818494,1.264817823,,,2.716877733
CC(C)C(=O)N1CCC(Nc2ncnc3ccsc23)CC1,0.675686709,0.816141116,1.680969718,,,1.283323848
COc1cccc(NC(=O)[C@H]2CCCN(S(=O)(=O)c3ccc(C)cc3)C2)c1,1.580411726,0.42798745,1.0,,,3.450356591
Cc1cc2c(s1)c1cnn(Cc3ccccc3F)c(=O)c1n2C,2.512695067,,,,,3.423961951
Cc1noc(C)c1CS(=O)(=O)C1CCCc2ccccc21,2.282839546,-0.020845638,,,,3.146576988
O=C(Nn1cnc2ccccc21)c1cc(Cl)ccc1F,0.675686709,-0.006506024,1.604550033,,,1.027920136
CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,0.880813592,,,,,1.230448921
C=CC(=O)N1CCC(CNc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)CC1,2.282135893,1.393231611,1.004321374,0.752995432,0.901294817,3.161600362
CC(C)NS(=O)(=O)c1ccc2c(c1)oc(=O)c1cc(S(=O)(=O)NC(C)C)ccc12,,,-0.327902142,,,
Cc1cc(C)c(NC(=O)Cn2nnn(-c3cccs3)c2=O)c(C)c1,,-0.131889511,-0.113509275,,,
Cc1ccc2oc([C@H]3CCN(Cc4cccs4)C3)nc2c1,2.102371953,-0.407438742,1.419955748,,,3.301915487
Cc1cc(C(=O)Nc2cccc3ncccc23)on1,0.675686709,-0.252510249,1.656768779,,,1.044304519
O=C(C1CC1)N1CC[C@@H](Cc2n[nH]c(=O)n2-c2ccc(-c3ccc4occc4c3)cc2)C1,1.309417226,1.785868169,1.603144373,,,2.003908383
OCC1CN(c2nc3cc(F)ccc3o2)C1,0.675686709,-0.152301172,,,,1.236159231
CCNc1ccnc(-c2cccc(C(=O)NCCCc3cnn(C)c3)c2)n1,1.416474079,1.593589228,,,,2.80180283
CN(C(=O)CNC(=O)c1ccccc1OCC(=O)Nc1ccc(Br)cc1)c1ccccc1,,0.535780026,-0.455931956,,,
NCCN1CCN(C/C=C/C(=O)N2CCC[C@@H](n3nc(-c4ccc(Oc5ccccc5)cc4)c4c(N)ncnc43)C2)CC1,0.957559402,,1.480006943,0.699837726,0.686814955,1.697299103
CCc1cc2c(N(C)CCO)ncnc2s1,1.866860112,-0.170002224,1.611404638,,,2.142730385
Cc1noc(C)c1N(C)CCn1cncn1,0.675686709,,,,,1.584365152
CC(=O)N1CCC(CCNc2ccc3ccc(F)cc3n2)CC1,1.332458659,-0.099405474,1.664547962,,,2.421768401
Cc1ccc(C)c2nc3c(cc12)CNCCO3,1.374730021,-0.279677737,,,,2.369666622
Cc1cc(C)cc(Oc2cc(C#N)ccn2)c1,1.681340752,-0.252621639,0.98811284,,,2.330279811
Cc1ccc(Cl)c(OC[C@@]2(O)CN(C3CCCC3)CC[C@@H]2O)c1,2.511300347,0.011529931,,,,3.352061478
CCOC(=S)SCC(=O)Nc1nc(-c2ccc(C3CCCCC3)cc2)cs1,2.426057211,-0.640244847,0.338456494,,,3.144022817
CC(=O)Nc1cccc(OCC(=O)N2CCCCC2)c1,0.675686709,1.074655463,1.627160952,,,2.098847848
N=C1/C(=C\c2ccco2)C(=O)N=C2Sc3ccccc3N12,,,-0.13667714,,,
Cc1ccc(-n2cc(C)cn2)c(NC(=O)CN(C)C)c1,2.08089333,-0.252860923,,,,2.639512387
Cc1cc(NC(=O)CCc2cnn(C)c2)c2ccccc2n1,0.675686709,0.885132227,1.635282638,,,1.397592434
Cc1ccc2nc(C)c(C(=O)NOCc3ccccc3)cc2c1,1.284453294,-0.176650641,1.304490528,,,2.488759353
Cc1cccc(NC(=O)CN(C)c2ncccc2F)n1,1.208414481,-0.182256584,1.566201719,,,2.606319011
Cc1ccc2nc3c(c(C(=O)NCc4cnn(C)c4)c2c1)CCCC3,1.567155811,1.249681772,1.750199728,,,1.869654071
Cc1cc(NC(=O)CN(C)CCOc2ccccc2)on1,2.220748592,-0.287707528,,,,2.793825993
COc1cc(CC(=O)Nc2ccccc2F)ccc1C,,,1.414639147,,,
N#Cc1ccc(OCCn2cccn2)cc1,0.840858554,-0.233815791,1.600210306,,,1.027920136
C[C@@H](NC(=O)N1CCC2(CCN(C)CC2)C1)c1ccc(F)cc1,0.675686709,0.241698225,,,,1.027920136
O=C(CCC1CCOCC1)Nc1ccc(C(=O)O)cc1,0.675686709,,,,,1.027920136
O=C(Nc1ccc2c(c1)OCCCO2)c1cnn(Cc2ccccc2)c1,0.781611782,-0.193582814,1.217483944,,,2.691960689
Cc1cc(Oc2ncccn2)ccc1NC(=O)c1c(C)oc(C)c1C,0.675686709,-0.096941866,1.740046724,,,2.086619618
COC(=O)[C@]12CCC(C)(C)CC1C1C(=O)C=C3[C@@](C)(CC[C@H]4C(C)(C)C(=O)C(C#N)=C[C@]34C)[C@]1(C)CC2,1.970769805,,0.498310554,,,2.508843375
Nc1ncnc2ccc(-c3ccnc(F)c3)nc12,0.675686709,-0.139105165,,,,1.027920136
O=C1OCCN1CCN1CCC(c2cc3ccccc3[nH]2)CC1,1.045635871,,,,,2.688189264
c1nc(Nc2ccc3c(c2)OCCCO3)c2sccc2n1,1.964066253,,1.707229419,,,3.196558892
CCOC(=O)C1CCN(C(=O)c2cc3occc3c(Nc3ccc(F)cc3)n2)CC1,,0.121760984,-0.055517328,,,
Nc1nncc(-c2ccccc2OC(F)F)n1,0.675686709,-0.149584138,1.590061231,,,1.027920136
CN(C(=O)c1cccc(C(=O)O)c1)c1ccccc1,0.675686709,,,,,1.027920136
Cc1oc2ncnc(NCc3cc(F)cc4c3OCOC4)c2c1C,2.1041353,-0.257526027,,,,3.309033241
COc1ccc(-c2ccc(Cn3nc(C)cc3C)cn2)cc1,1.374455052,-0.319760198,,,,2.406013599
CCN(C(C)=O)c1ccc(C)cc1C(=O)O,0.675686709,-0.063427454,1.542825427,,,1.027920136
Cc1ccsc1CN(C)C(=O)[C@@H]1CCCN1C(=O)NC(C)C,1.114644339,1.375001571,1.624488363,,,2.550428939
Cc1cc(NC(=O)N2Cc3cc4c(cc3C3(CCCC3)C2)OCCO4)no1,,-0.142431431,-0.522878745,,,
O=c1oc2cccnc2n1Cc1ccccn1,0.675686709,0.395659597,,,,1.027920136
COc1ccc(-c2cn3c4ccccc4nc3n2CCO)cc1,1.625168348,-0.410040804,1.672282625,,,3.07726468
O=c1ccc(-c2ccc(F)cc2)nn1Cc1ccncc1,0.888684847,-0.171541334,1.662285516,,,1.751710104
COCCc1n[nH]c(-c2ccc(N3CCN(C)CC3)cc2)n1,0.675686709,0.876785449,,,,1.698848385
CC(=O)N1CCc2cc(Nc3nccc(C(F)(F)F)n3)ccc21,2.115007739,,0.079181246,,,2.433196795
Cc1nnc(-c2ccccc2-c2ccc(O)cc2)s1,1.165184952,0.115193201,1.699751032,,,2.599016893
O=C(C1CCCN(c2ccc(Cl)nn2)C1)N1CCc2ccccc2C1,2.096193705,,1.696793085,,,3.217462624
O=C(Nc1ccccc1-c1cn2c(CN3CCNCC3)csc2n1)c1cnc2ccccc2n1,0.979548375,,0.173186268,,,1.283753383
CS(=O)(=O)CCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,0.675686709,,1.798305282,,,1.027920136
Cc1cc(C)cc(OCCN(C)C(=O)NCCN2CCCCC2=O)c1,2.175874058,1.465009639,,,,3.114870416
COc1ccc(C(=O)N2CCCC2)cc1NC(=O)c1cc(F)c(F)c(F)c1F,0.675686709,,1.642860053,,,1.954932007
CCN1CCOC(C(=O)N2CCC(c3cn[nH]c3)CC2)C1,0.675686709,0.545609844,,,,
COc1ccc([C@H]2CN(C(C)=O)[C@@H]3CCCN(Cc4cccc(F)c4)[C@H]23)cc1,2.24496946,0.130584805,1.653212514,0.595385981,0.594060901,3.293540435
Clc1ccc(NCc2ccoc2)nn1,0.675686709,-0.226034417,1.331629718,,,1.027920136
Cc1csc(N2CCN(Cc3ccc(OCC(F)(F)F)nc3)CC2)n1,1.356121506,-0.183875673,1.491781776,,,2.025907724
CCOC(=O)N1CCC(Nc2nc3ccccc3s2)CC1,0.914660431,-0.090177348,1.691965103,,,2.467858104
CC1CCC(NC(=O)c2oc3ccccc3c2CS(C)=O)CC1,1.181729285,0.40205758,1.837272703,,,2.188841335
Cn1cc(-c2nc(C(F)(F)F)c[nH]2)cn1,,,1.604009932,,,
O=C1Nc2ccccc2O[C@H]2C[C@@H]1N(CC1CC1)C2,1.160948481,-0.07023367,1.624282096,,,2.575853791
CCCCCCCCc1ccc2c(c1)CC[C@@H](C(N)(CO)CO)C2,,,-0.091514981,,,
CN1CCC(O)(CNS(=O)(=O)CC2CCCCC2)CC1,0.675686709,0.46608173,,,,2.588020584
c1ccc(-c2noc(Cn3ccnc3)n2)nc1,0.675686709,0.158378661,,,,1.027920136
CC(C)CC(=O)Nc1cccnc1N(C)C,0.675686709,-0.22380915,1.481299273,,,1.762746065
Cc1nc(C)c(C(=O)NCc2ncoc2C)s1,0.675686709,,,,,1.027920136
Cc1csc(N(C(=O)c2ccc(-n3cncn3)c(F)c2)C2CC2)n1,1.217483944,-0.200789714,1.727053011,,,2.333148909
CC(C)(C)C[C@@H]1COCc2nc(OCc3ccccn3)cc(=O)n21,0.849726444,-0.237105736,1.7930916,,,2.433891387
Oc1ccccc1NCc1ccccn1,1.396757118,,1.644241586,,,2.778411749
